LTV,valor_1_compra,recorrente_1_compra,mes_compra,dia_semana_compra,Produto Fonte,Fonte Campanha,Sexo,Formacao
2452.0,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3444.59,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
2698.98,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior+
3641.47,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3308.59,1085.64,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3970.23,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3418.48,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior+
1999.65,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3014.62,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2455.18,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2685.7,1098.72,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior+
3813.59,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3371.27,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2694.68,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2535.32,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3065.12,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2432.63,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
2455.73,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3206.48,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
3633.4,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3356.71,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Médio
1768.48,1085.64,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3202.61,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1082.18,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
3005.03,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3866.74,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
2003.99,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Médio
2749.27,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3094.65,997.0,0,Janeiro,Terça,Python,Lançamento,Feminino,Superior Incompleto
245.02,97.14,1,Janeiro,Terça,Python,Lançamento,Feminino,Superior Completo
3542.71,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
3235.0,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3477.11,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
2718.86,1138.6,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3460.49,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3589.44,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3125.8,1138.6,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2989.26,1047.06,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1182.57,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
608.64,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2973.83,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2971.3,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3064.69,1047.06,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
3301.67,997.0,0,Janeiro,Terça,Python,Lançamento,Feminino,Não Informado
2259.61,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
2985.23,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1795.71,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Médio
2672.07,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2632.25,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2897.92,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1473.18,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3054.3,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3721.31,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
3482.28,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1471.89,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3329.04,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
4226.91,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
941.85,97.14,1,Janeiro,Terça,Python,Lançamento,Feminino,Não Informado
2034.23,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3607.66,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2563.79,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1100.33,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1708.68,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
234.56,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2414.87,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1984.84,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
643.67,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3271.09,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1311.08,97.14,1,Janeiro,Terça,Python,Lançamento,Feminino,Superior Completo
2935.37,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
330.49,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
10.0,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3076.04,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior+
2809.68,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3220.34,1125.18,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3403.89,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
2865.49,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
3180.32,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior+
3164.56,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3063.85,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
688.97,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2957.59,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3148.14,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1461.11,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2849.19,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1309.55,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2660.92,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
2968.54,1152.03,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1465.66,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2039.52,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
389.36,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
295.35,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1826.49,1138.6,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
702.33,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1425.12,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
901.49,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1145.84,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3403.02,1034.4,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1717.86,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1010.71,97.14,1,Janeiro,Terça,Python,Lançamento,Feminino,Superior+
3555.85,1047.06,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1092.35,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
2583.96,1138.6,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2747.6,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
296.18,97.14,1,Janeiro,Terça,Python,Lançamento,Feminino,Superior Completo
2345.88,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior+
2614.25,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1452.53,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1916.86,97.14,1,Janeiro,Terça,Python,Lançamento,Feminino,Superior Incompleto
2348.78,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1244.58,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
518.93,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3035.82,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2982.16,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1868.59,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Fundamental
3398.42,1085.64,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2742.24,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Fundamental
2525.21,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
504.14,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2539.36,1047.06,0,Janeiro,Terça,Python,Lançamento,Feminino,Superior Completo
3265.14,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
2952.71,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
1212.1,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
1228.93,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
3539.18,1047.06,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2621.96,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
348.04,97.14,1,Janeiro,Terça,Comunidade,Checkout,Outros,Não Informado
1586.0,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
877.89,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1609.98,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2989.59,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2982.13,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1222.28,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2033.42,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3846.98,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1080.83,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
1126.81,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
3340.35,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2367.38,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
1214.33,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3035.43,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1204.63,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
623.81,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
240.98,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
10.0,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
480.03,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
813.5,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
897.28,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
4029.25,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1605.63,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
2308.44,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3104.49,1085.64,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
2589.41,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
901.75,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3142.34,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3361.98,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
2623.75,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1584.29,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
467.6,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3051.73,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
4363.61,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
2908.44,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3774.09,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1092.04,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3301.92,1138.6,0,Janeiro,Terça,Python,Lançamento,Masculino,Médio
2766.75,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2962.25,1165.68,0,Janeiro,Terça,Python,Lançamento,Feminino,Superior Incompleto
651.09,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1263.55,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2364.4,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1382.67,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3597.95,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1231.27,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2903.61,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3025.32,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2772.19,1085.64,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1519.34,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1962.6,1059.84,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
875.81,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1787.64,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2291.64,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1736.17,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1498.9,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2684.28,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
2129.11,1059.84,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1547.71,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
770.56,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Médio
4273.87,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
3268.68,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2512.21,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3283.97,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
2005.26,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Médio
895.19,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
1096.07,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3004.93,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1446.06,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2969.98,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1384.05,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2700.03,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3503.04,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3873.18,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
554.57,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2599.12,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3471.75,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2951.65,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3759.21,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2824.48,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3532.12,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3115.09,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1176.44,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3840.67,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2612.35,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
569.26,97.14,1,Janeiro,Terça,Python,Lançamento,Feminino,Superior Incompleto
2821.43,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3277.52,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
253.04,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
3118.22,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2775.76,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
3629.61,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
10.0,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
2650.32,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
191.93,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
627.43,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
3173.9,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
954.98,97.14,1,Janeiro,Terça,Python,Lançamento,Feminino,Não Informado
2667.23,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
2790.0,1047.06,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2898.47,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2537.94,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1403.56,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1022.6,124.75,1,Janeiro,Terça,Excel,Tráfego Direto,Masculino,Médio
1240.64,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1327.46,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2945.56,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3939.32,1072.7,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1001.62,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2893.06,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2414.02,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
523.12,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2418.5,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
595.75,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
459.93,97.14,1,Janeiro,Terça,Comunidade,Outros,Outros,Não Informado
1214.95,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior+
2973.97,1098.72,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2660.96,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3504.24,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1420.04,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2967.7,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2717.98,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3326.16,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
1140.87,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
312.59,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1011.29,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1178.37,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2593.04,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1141.82,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
309.2,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1722.16,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1677.49,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
2667.66,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Médio
1279.71,97.14,1,Janeiro,Terça,Comunidade,Checkout,Outros,Não Informado
10.0,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
2210.09,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2899.79,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2252.73,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3157.17,997.0,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2056.85,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2452.85,1165.68,0,Janeiro,Terça,Python,Lançamento,Feminino,Superior Completo
2583.93,1138.6,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1164.91,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Superior Incompleto
1861.35,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2329.25,1098.72,0,Janeiro,Terça,Python,Lançamento,Masculino,Não Informado
1171.79,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1967.75,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2212.31,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
397.16,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2694.6,1072.7,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
2784.97,1165.68,0,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
3459.9,1165.68,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior Completo
1168.05,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
1896.92,997.0,0,Janeiro,Terça,Python,Lançamento,Masculino,Superior+
1306.64,97.14,1,Janeiro,Terça,Python,Lançamento,Outros,Não Informado
753.33,97.14,1,Janeiro,Terça,Python,Lançamento,Masculino,Médio
